"temperature","rainfall","soil","period","crop"
"22","221","6","1","1"
"22","222","2","1","1"
"22","222","3","1","1"
"22","222","5","1","1"
"22","222","6","1","1"
"22","223","2","1","1"
"22","223","3","1","1"
"22","223","5","1","1"
"22","223","6","1","1"
"22","224","2","1","1"
"22","224","3","1","1"
"22","224","5","1","1"
"22","224","6","1","1"
"22","225","2","1","1"
"22","225","3","1","1"
"22","225","5","1","1"
"22","225","6","1","1"
"22","226","2","1","1"
"22","226","3","1","1"
"22","226","5","1","1"
"22","226","6","1","1"
"22","227","2","1","1"
"22","227","3","1","1"
"22","227","5","1","1"
"22","227","6","1","1"
"22","228","2","1","1"
"22","228","3","1","1"
"22","228","5","1","1"
"22","228","6","1","1"
"22","229","2","1","1"
"22","229","3","1","1"
"22","229","5","1","1"
"22","229","6","1","1"
"22","230","2","1","1"
"22","230","3","1","1"
"22","230","5","1","1"
"22","230","6","1","1"
"22","231","2","1","1"
"22","231","3","1","1"
"22","231","5","1","1"
"22","231","6","1","1"
"22","232","2","1","1"
"22","232","3","1","1"
"22","232","5","1","1"
"22","232","6","1","1"
"22","233","2","1","1"
"22","233","3","1","1"
"22","233","5","1","1"
"22","233","6","1","1"
"22","234","2","1","1"
"22","234","3","1","1"
"22","234","5","1","1"
"22","234","6","1","1"
"22","235","2","1","1"
"22","235","3","1","1"
"22","235","5","1","1"
"22","235","6","1","1"
"22","236","2","1","1"
"22","236","3","1","1"
"22","236","5","1","1"
"22","236","6","1","1"
"22","237","2","1","1"
"22","237","3","1","1"
"22","237","5","1","1"
"22","237","6","1","1"
"22","238","2","1","1"
"22","238","3","1","1"
"22","238","5","1","1"
"22","238","6","1","1"
"22","239","2","1","1"
"22","239","3","1","1"
"22","239","5","1","1"
"22","239","6","1","1"
"22","240","2","1","1"
"22","240","3","1","1"
"22","240","5","1","1"
"22","240","6","1","1"
"22","241","2","1","1"
"22","241","3","1","1"
"22","241","5","1","1"
"22","241","6","1","1"
"22","242","2","1","1"
"22","242","3","1","1"
"22","242","5","1","1"
"22","242","6","1","1"
"22","243","2","1","1"
"22","243","3","1","1"
"22","243","5","1","1"
"22","243","6","1","1"
"22","244","2","1","1"
"22","244","3","1","1"
"22","244","5","1","1"
"22","244","6","1","1"
"22","245","2","1","1"
"22","245","3","1","1"
"22","245","5","1","1"
"22","245","6","1","1"
"22","246","2","1","1"
"22","246","3","1","1"
"22","246","5","1","1"
"22","246","6","1","1"
"22","247","2","1","1"
"22","247","3","1","1"
"22","247","5","1","1"
"22","247","6","1","1"
"22","248","2","1","1"
"22","248","3","1","1"
"22","248","5","1","1"
"22","248","6","1","1"
"22","249","2","1","1"
"22","249","3","1","1"
"22","249","5","1","1"
"22","249","6","1","1"
"22","250","2","1","1"
"22","250","3","1","1"
"22","250","5","1","1"
"22","250","6","1","1"
"22","251","2","1","1"
"22","251","3","1","1"
"22","251","5","1","1"
"22","251","6","1","1"
"22","252","2","1","1"
"22","252","3","1","1"
"22","252","5","1","1"
"22","252","6","1","1"
"22","253","2","1","1"
"22","253","3","1","1"
"22","253","5","1","1"
"22","253","6","1","1"
"22","254","2","1","1"
"22","254","3","1","1"
"22","254","5","1","1"
"22","254","6","1","1"
"22","255","2","1","1"
"22","255","3","1","1"
"22","255","5","1","1"
"22","255","6","1","1"
"22","256","2","1","1"
"22","256","3","1","1"
"22","256","5","1","1"
"22","256","6","1","1"
"22","257","2","1","1"
"22","257","3","1","1"
"22","257","5","1","1"
"22","257","6","1","1"
"22","258","2","1","1"
"22","258","3","1","1"
"22","258","5","1","1"
"22","258","6","1","1"
"22","259","2","1","1"
"22","259","3","1","1"
"22","259","5","1","1"
"22","259","6","1","1"
"22","260","2","1","1"
"22","260","3","1","1"
"22","260","5","1","1"
"22","260","6","1","1"
"22","261","2","1","1"
"22","261","3","1","1"
"22","261","5","1","1"
"22","261","6","1","1"
"22","262","2","1","1"
"22","262","3","1","1"
"22","262","5","1","1"
"22","262","6","1","1"
"22","263","2","1","1"
"22","263","3","1","1"
"22","263","5","1","1"
"22","263","6","1","1"
"22","264","2","1","1"
"22","264","3","1","1"
"22","264","5","1","1"
"22","264","6","1","1"
"22","265","2","1","1"
"22","265","3","1","1"
"22","265","5","1","1"
"22","265","6","1","1"
"22","266","2","1","1"
"22","266","3","1","1"
"22","266","5","1","1"
"22","266","6","1","1"
"22","267","2","1","1"
"22","267","3","1","1"
"22","267","5","1","1"
"22","267","6","1","1"
"22","268","2","1","1"
"22","268","3","1","1"
"22","268","5","1","1"
"22","268","6","1","1"
"22","269","2","1","1"
"22","269","3","1","1"
"22","269","5","1","1"
"22","269","6","1","1"
"22","270","2","1","1"
"22","270","3","1","1"
"22","270","5","1","1"
"22","270","6","1","1"
"22","271","2","1","1"
"22","271","3","1","1"
"22","271","5","1","1"
"22","271","6","1","1"
"22","272","2","1","1"
"22","272","3","1","1"
"22","272","5","1","1"
"22","272","6","1","1"
"22","273","2","1","1"
"22","273","3","1","1"
"22","273","5","1","1"
"22","273","6","1","1"
"22","274","2","1","1"
"22","274","3","1","1"
"22","274","5","1","1"
"22","274","6","1","1"
"22","275","2","1","1"
"22","275","3","1","1"
"22","275","5","1","1"
"22","275","6","1","1"
"22","276","2","1","1"
"22","276","3","1","1"
"22","276","5","1","1"
"22","276","6","1","1"
"22","277","2","1","1"
"22","277","3","1","1"
"22","277","5","1","1"
"22","277","6","1","1"
"22","278","2","1","1"
"22","278","3","1","1"
"22","278","5","1","1"
"22","278","6","1","1"
"22","279","2","1","1"
"22","279","3","1","1"
"22","279","5","1","1"
"22","279","6","1","1"
"22","280","2","1","1"
"22","280","3","1","1"
"22","280","5","1","1"
"22","280","6","1","1"
"22","281","2","1","1"
"22","281","3","1","1"
"22","281","5","1","1"
"22","281","6","1","1"
"22","282","2","1","1"
"22","282","3","1","1"
"22","282","5","1","1"
"22","282","6","1","1"
"22","283","2","1","1"
"22","283","3","1","1"
"22","283","5","1","1"
"22","283","6","1","1"
"22","284","2","1","1"
"22","284","3","1","1"
"22","284","5","1","1"
"22","284","6","1","1"
"22","285","2","1","1"
"22","285","3","1","1"
"22","285","5","1","1"
"22","285","6","1","1"
"22","286","2","1","1"
"22","286","3","1","1"
"22","286","5","1","1"
"22","286","6","1","1"
"22","287","2","1","1"
"22","287","3","1","1"
"22","287","5","1","1"
"22","287","6","1","1"
"22","288","2","1","1"
"22","288","3","1","1"
"22","288","5","1","1"
"22","288","6","1","1"
"22","289","2","1","1"
"22","289","3","1","1"
"22","289","5","1","1"
"22","289","6","1","1"
"22","290","2","1","1"
"22","290","3","1","1"
"22","290","5","1","1"
"22","290","6","1","1"
"22","291","2","1","1"
"22","291","3","1","1"
"22","291","5","1","1"
"22","291","6","1","1"
"22","292","2","1","1"
"22","292","3","1","1"
"22","292","5","1","1"
"22","292","6","1","1"
"22","293","2","1","1"
"22","293","3","1","1"
"22","293","5","1","1"
"22","293","6","1","1"
"22","294","2","1","1"
"22","294","3","1","1"
"22","294","5","1","1"
"22","294","6","1","1"
"22","295","2","1","1"
"22","295","3","1","1"
"22","295","5","1","1"
"22","295","6","1","1"
"22","296","2","1","1"
"22","296","3","1","1"
"22","296","5","1","1"
"22","296","6","1","1"
"22","297","2","1","1"
"22","297","3","1","1"
"22","297","5","1","1"
"22","297","6","1","1"
"22","298","2","1","1"
"22","298","3","1","1"
"22","298","5","1","1"
"22","298","6","1","1"
"22","299","2","1","1"
"22","299","3","1","1"
"22","299","5","1","1"
"22","299","6","1","1"
"22","300","2","1","1"
"22","300","3","1","1"
"22","300","5","1","1"
"22","300","6","1","1"
"23","150","2","1","1"
"23","150","3","1","1"
"23","150","5","1","1"
"23","150","6","1","1"
"23","151","2","1","1"
"23","151","3","1","1"
"23","151","5","1","1"
"23","151","6","1","1"
"23","152","2","1","1"
"23","152","3","1","1"
"23","152","5","1","1"
"23","152","6","1","1"
"23","153","2","1","1"
"23","153","3","1","1"
"23","153","5","1","1"
"23","153","6","1","1"
"23","154","2","1","1"
"23","154","3","1","1"
"23","154","5","1","1"
"23","154","6","1","1"
"23","155","2","1","1"
"23","155","3","1","1"
"23","155","5","1","1"
"23","155","6","1","1"
"23","156","2","1","1"
"23","156","3","1","1"
"23","156","5","1","1"
"23","156","6","1","1"
"23","157","2","1","1"
"23","157","3","1","1"
"23","157","5","1","1"
"23","157","6","1","1"
"23","158","2","1","1"
"23","158","3","1","1"
"23","158","5","1","1"
"23","158","6","1","1"
"23","159","2","1","1"
"23","159","3","1","1"
"23","159","5","1","1"
"23","159","6","1","1"
"23","160","2","1","1"
"23","160","3","1","1"
"23","160","5","1","1"
"23","160","6","1","1"
"23","161","2","1","1"
"23","161","3","1","1"
"23","161","5","1","1"
"23","161","6","1","1"
"23","162","2","1","1"
"23","162","3","1","1"
"23","162","5","1","1"
"23","162","6","1","1"
"23","163","2","1","1"
"23","163","3","1","1"
"23","163","5","1","1"
"23","163","6","1","1"
"23","164","2","1","1"
"23","164","3","1","1"
"23","164","5","1","1"
"23","164","6","1","1"
"23","165","2","1","1"
"23","165","3","1","1"
"23","165","5","1","1"
"23","165","6","1","1"
"23","166","2","1","1"
"23","166","3","1","1"
"23","166","5","1","1"
"23","166","6","1","1"
"23","167","2","1","1"
"23","167","3","1","1"
"23","167","5","1","1"
"23","167","6","1","1"
"23","168","2","1","1"
"23","168","3","1","1"
"23","168","5","1","1"
"23","168","6","1","1"
"23","169","2","1","1"
"23","169","3","1","1"
"23","169","5","1","1"
"23","169","6","1","1"
"23","170","2","1","1"
"23","170","3","1","1"
"23","170","5","1","1"
"23","170","6","1","1"
"23","171","2","1","1"
"23","171","3","1","1"
"23","171","5","1","1"
"23","171","6","1","1"
"23","172","2","1","1"
"23","172","3","1","1"
"23","172","5","1","1"
"23","172","6","1","1"
"23","173","2","1","1"
"23","173","3","1","1"
"23","173","5","1","1"
"23","173","6","1","1"
"23","174","2","1","1"
"23","174","3","1","1"
"23","174","5","1","1"
"23","174","6","1","1"
"23","175","2","1","1"
"23","175","3","1","1"
"23","175","5","1","1"
"23","175","6","1","1"
"23","176","2","1","1"
"23","176","3","1","1"
"23","176","5","1","1"
"23","176","6","1","1"
"23","177","2","1","1"
"23","177","3","1","1"
"23","177","5","1","1"
"23","177","6","1","1"
"23","178","2","1","1"
"23","178","3","1","1"
"23","178","5","1","1"
"23","178","6","1","1"
"23","179","2","1","1"
"23","179","3","1","1"
"23","179","5","1","1"
"23","179","6","1","1"
"23","180","2","1","1"
"23","180","3","1","1"
"23","180","5","1","1"
"23","180","6","1","1"
"23","181","2","1","1"
"23","181","3","1","1"
"23","181","5","1","1"
"23","181","6","1","1"
"23","182","2","1","1"
"23","182","3","1","1"
"23","182","5","1","1"
"23","182","6","1","1"
"23","183","2","1","1"
"23","183","3","1","1"
"23","183","5","1","1"
"23","183","6","1","1"
"23","184","2","1","1"
"23","184","3","1","1"
"23","184","5","1","1"
"23","184","6","1","1"
"23","185","2","1","1"
"23","185","3","1","1"
"23","185","5","1","1"
"23","185","6","1","1"
"23","186","2","1","1"
"23","186","3","1","1"
"23","186","5","1","1"
"23","186","6","1","1"
"23","187","2","1","1"
"23","187","3","1","1"
"23","187","5","1","1"
"23","187","6","1","1"
"23","188","2","1","1"
"23","188","3","1","1"
"23","188","5","1","1"
"23","188","6","1","1"
"23","189","2","1","1"
"23","189","3","1","1"
"23","189","5","1","1"
"23","189","6","1","1"
"23","190","2","1","1"
"23","190","3","1","1"
"23","190","5","1","1"
"23","190","6","1","1"
"23","191","2","1","1"
"23","191","3","1","1"
"23","191","5","1","1"
"23","191","6","1","1"
"23","192","2","1","1"
"23","192","3","1","1"
"23","192","5","1","1"
"23","192","6","1","1"
"23","193","2","1","1"
"23","193","3","1","1"
"23","193","5","1","1"
"23","193","6","1","1"
"23","194","2","1","1"
"23","194","3","1","1"
"23","194","5","1","1"
"23","194","6","1","1"
"23","195","2","1","1"
"23","195","3","1","1"
"23","195","5","1","1"
"23","195","6","1","1"
"23","196","2","1","1"
"23","196","3","1","1"
"23","196","5","1","1"
"23","196","6","1","1"
"23","197","2","1","1"
"23","197","3","1","1"
"23","197","5","1","1"
"23","197","6","1","1"
"23","198","2","1","1"
"23","198","3","1","1"
"23","198","5","1","1"
"23","198","6","1","1"
"23","199","2","1","1"
"23","199","3","1","1"
"23","199","5","1","1"
"23","199","6","1","1"
"23","200","2","1","1"
"23","200","3","1","1"
"23","200","5","1","1"
"23","200","6","1","1"
"23","201","2","1","1"
"23","201","3","1","1"
"23","201","5","1","1"
"23","201","6","1","1"
"23","202","2","1","1"
"23","202","3","1","1"
"23","202","5","1","1"
"23","202","6","1","1"
"23","203","2","1","1"
"23","203","3","1","1"
"23","203","5","1","1"
"23","203","6","1","1"
"23","204","2","1","1"
"23","204","3","1","1"
"23","204","5","1","1"
"23","204","6","1","1"
"23","205","2","1","1"
"23","205","3","1","1"
"23","205","5","1","1"
"23","205","6","1","1"
"23","206","2","1","1"
"23","206","3","1","1"
"23","206","5","1","1"
"23","206","6","1","1"
"23","207","2","1","1"
"23","207","3","1","1"
"23","207","5","1","1"
"23","207","6","1","1"
"23","208","2","1","1"
"23","208","3","1","1"
"23","208","5","1","1"
"23","208","6","1","1"
"23","209","2","1","1"
"23","209","3","1","1"
"23","209","5","1","1"
"23","209","6","1","1"
"23","210","2","1","1"
"23","210","3","1","1"
"23","210","5","1","1"
"23","210","6","1","1"
"23","211","2","1","1"
"23","211","3","1","1"
"23","211","5","1","1"
"23","211","6","1","1"
"23","212","2","1","1"
"23","212","3","1","1"
"23","212","5","1","1"
"23","212","6","1","1"
"23","213","2","1","1"
"23","213","3","1","1"
"23","213","5","1","1"
"23","213","6","1","1"
"23","214","2","1","1"
"23","214","3","1","1"
"23","214","5","1","1"
"23","214","6","1","1"
"23","215","2","1","1"
"23","215","3","1","1"
"23","215","5","1","1"
"23","215","6","1","1"
"23","216","2","1","1"
"23","216","3","1","1"
"23","216","5","1","1"
"23","216","6","1","1"
"23","217","2","1","1"
"23","217","3","1","1"
"23","217","5","1","1"
"23","217","6","1","1"
"23","218","2","1","1"
"23","218","3","1","1"
"23","218","5","1","1"
"23","218","6","1","1"
"23","219","2","1","1"
"23","219","3","1","1"
"23","219","5","1","1"
"23","219","6","1","1"
"23","220","2","1","1"
"23","220","3","1","1"
"23","220","5","1","1"
"23","220","6","1","1"
"23","221","2","1","1"
"23","221","3","1","1"
"23","221","5","1","1"
"23","221","6","1","1"
"23","222","2","1","1"
"23","222","3","1","1"
"23","222","5","1","1"
"23","222","6","1","1"
"23","223","2","1","1"
"23","223","3","1","1"
"23","223","5","1","1"
"23","223","6","1","1"
"23","224","2","1","1"
"23","224","3","1","1"
"23","224","5","1","1"
"23","224","6","1","1"
"23","225","2","1","1"
"23","225","3","1","1"
"23","225","5","1","1"
"23","225","6","1","1"
"23","226","2","1","1"
"23","226","3","1","1"
"23","226","5","1","1"
"23","226","6","1","1"
"23","227","2","1","1"
"23","227","3","1","1"
"23","227","5","1","1"
"23","227","6","1","1"
"23","228","2","1","1"
"23","228","3","1","1"
"23","228","5","1","1"
"23","228","6","1","1"
"23","229","2","1","1"
"23","229","3","1","1"
"23","229","5","1","1"
"23","229","6","1","1"
"23","230","2","1","1"
"23","230","3","1","1"
"23","230","5","1","1"
"23","230","6","1","1"
"23","231","2","1","1"
"23","231","3","1","1"
"23","231","5","1","1"
"23","231","6","1","1"
"23","232","2","1","1"
"23","232","3","1","1"
"23","232","5","1","1"
"23","232","6","1","1"
"23","233","2","1","1"
"23","233","3","1","1"
"23","233","5","1","1"
"23","233","6","1","1"
"23","234","2","1","1"
"23","234","3","1","1"
"23","234","5","1","1"
"23","234","6","1","1"
"23","235","2","1","1"
"23","235","3","1","1"
"23","235","5","1","1"
"23","235","6","1","1"
"23","236","2","1","1"
"23","236","3","1","1"
"23","236","5","1","1"
"23","236","6","1","1"
"23","237","2","1","1"
"23","237","3","1","1"
"23","237","5","1","1"
"23","237","6","1","1"
"23","238","2","1","1"
"23","238","3","1","1"
"23","238","5","1","1"
"23","238","6","1","1"
"23","239","2","1","1"
"23","239","3","1","1"
"23","239","5","1","1"
"23","239","6","1","1"
"23","240","2","1","1"
"23","240","3","1","1"
"23","240","5","1","1"
"23","240","6","1","1"
"23","241","2","1","1"
"23","241","3","1","1"
"23","241","5","1","1"
"23","241","6","1","1"
"23","242","2","1","1"
"23","242","3","1","1"
"23","242","5","1","1"
"23","242","6","1","1"
"23","243","2","1","1"
"23","243","3","1","1"
"23","243","5","1","1"
"23","243","6","1","1"
"23","244","2","1","1"
"23","244","3","1","1"
"23","244","5","1","1"
"23","244","6","1","1"
"23","245","2","1","1"
"23","245","3","1","1"
"23","245","5","1","1"
"23","245","6","1","1"
"23","246","2","1","1"
"23","246","3","1","1"
"23","246","5","1","1"
"23","246","6","1","1"
"23","247","2","1","1"
"23","247","3","1","1"
"23","247","5","1","1"
"23","247","6","1","1"
"23","248","2","1","1"
"23","248","3","1","1"
"23","248","5","1","1"
"23","248","6","1","1"
"23","249","2","1","1"
"23","249","3","1","1"
"23","249","5","1","1"
"23","249","6","1","1"
"23","250","2","1","1"
"23","250","3","1","1"
"23","250","5","1","1"
"23","250","6","1","1"
"23","251","2","1","1"
"23","251","3","1","1"
"23","251","5","1","1"
"23","251","6","1","1"
"23","252","2","1","1"
"23","252","3","1","1"
"23","252","5","1","1"
"23","252","6","1","1"
"23","253","2","1","1"
"23","253","3","1","1"
"23","253","5","1","1"
"23","253","6","1","1"
"23","254","2","1","1"
"23","254","3","1","1"
"23","254","5","1","1"
"23","254","6","1","1"
"23","255","2","1","1"
"23","255","3","1","1"
"23","255","5","1","1"
"23","255","6","1","1"
"23","256","2","1","1"
"23","256","3","1","1"
"23","256","5","1","1"
"23","256","6","1","1"
"23","257","2","1","1"
"23","257","3","1","1"
"23","257","5","1","1"
"23","257","6","1","1"
"23","258","2","1","1"
"23","258","3","1","1"
"23","258","5","1","1"
"23","258","6","1","1"
"23","259","2","1","1"
"23","259","3","1","1"
"23","259","5","1","1"
"23","259","6","1","1"
"23","260","2","1","1"
"23","260","3","1","1"
"23","260","5","1","1"
"23","260","6","1","1"
"23","261","2","1","1"
"23","261","3","1","1"
"23","261","5","1","1"
"23","261","6","1","1"
"23","262","2","1","1"
"23","262","3","1","1"
"23","262","5","1","1"
"23","262","6","1","1"
"23","263","2","1","1"
"23","263","3","1","1"
"23","263","5","1","1"
"23","263","6","1","1"
"23","264","2","1","1"
"23","264","3","1","1"
"23","264","5","1","1"
"23","264","6","1","1"
"23","265","2","1","1"
"23","265","3","1","1"
"23","265","5","1","1"
"23","265","6","1","1"
"23","266","2","1","1"
"23","266","3","1","1"
"23","266","5","1","1"
"23","266","6","1","1"
"23","267","2","1","1"
"23","267","3","1","1"
"23","267","5","1","1"
"23","267","6","1","1"
"23","268","2","1","1"
"23","268","3","1","1"
"23","268","5","1","1"
"23","268","6","1","1"
"23","269","2","1","1"
"23","269","3","1","1"
"23","269","5","1","1"
"23","269","6","1","1"
"23","270","2","1","1"
"23","270","3","1","1"
"23","270","5","1","1"
"23","270","6","1","1"
"23","271","2","1","1"
"23","271","3","1","1"
"23","271","5","1","1"
"23","271","6","1","1"
"23","272","2","1","1"
"23","272","3","1","1"
"23","272","5","1","1"
"23","272","6","1","1"
"23","273","2","1","1"
"23","273","3","1","1"
"23","273","5","1","1"
"23","273","6","1","1"
"23","274","2","1","1"
"23","274","3","1","1"
"23","274","5","1","1"
"23","274","6","1","1"
"23","275","2","1","1"
"23","275","3","1","1"
"23","275","5","1","1"
"23","275","6","1","1"
"23","276","2","1","1"
"23","276","3","1","1"
"23","276","5","1","1"
"23","276","6","1","1"
"23","277","2","1","1"
"23","277","3","1","1"
"23","277","5","1","1"
"23","277","6","1","1"
"23","278","2","1","1"
"23","278","3","1","1"
"23","278","5","1","1"
"23","278","6","1","1"
"23","279","2","1","1"
"23","279","3","1","1"
"23","279","5","1","1"
"23","279","6","1","1"
"23","280","2","1","1"
"23","280","3","1","1"
"23","280","5","1","1"
"23","280","6","1","1"
"23","281","2","1","1"
"23","281","3","1","1"
"23","281","5","1","1"
"23","281","6","1","1"
"23","282","2","1","1"
"23","282","3","1","1"
"23","282","5","1","1"
"23","282","6","1","1"
"23","283","2","1","1"
"23","283","3","1","1"
"23","283","5","1","1"
"23","283","6","1","1"
"23","284","2","1","1"
"23","284","3","1","1"
"23","284","5","1","1"
"23","284","6","1","1"
"23","285","2","1","1"
"23","285","3","1","1"
"23","285","5","1","1"
"23","285","6","1","1"
"23","286","2","1","1"
"23","286","3","1","1"
"23","286","5","1","1"
"23","286","6","1","1"
"23","287","2","1","1"
"23","287","3","1","1"
"23","287","5","1","1"
"23","287","6","1","1"
"23","288","2","1","1"
"23","288","3","1","1"
"23","288","5","1","1"
"23","288","6","1","1"
"23","289","2","1","1"
"23","289","3","1","1"
"23","289","5","1","1"
